name,location,price,mileage,date,image_url,listing_url
Toyota Axio G Grade 2008 Car,Panadura,137000,137000,2025-02-13,https://riyasewana.com/thumb/thumbtoyota-axio-g-2008-1815195612411.jpg,https://riyasewana.com/search/cars/toyota-axio-g-grade-2008-car-panadura-137000-km-2025-02-13
Honda Insight 2010 Car,Kadawatha,7925000,107000,2025-02-16,https://riyasewana.com/thumb/thumbhonda-insight-1618221022421.jpg,https://riyasewana.com/cars/honda-insight-2010-car-kadawatha-1618221022421
Toyota Aqua 2014 Car,Kalutara,6870000,214000,2025-02-16,https://riyasewana.com/thumb/thumbtoyota-aqua-1st-161812124471.jpg,https://riyasewana.com/cars/toyota-aqua-2014-car-kalutara-161812124471
Honda FIT GP5 2015 Car,Gampaha,7380000,144000,2025-02-16,https://riyasewana.com/thumb/thumbhonda-fit-ngp5-2015-1618052712291.jpg,https://riyasewana.com/cars/honda-fit-gp5-2015-car-gampaha-1618052712291
Mercedes-Benz E200 2004 Car,Kotte,8500000,100000,2025-02-16,https://riyasewana.com/thumb/thumbmercedes-benz-e-200-1618005922521.jpg,https://riyasewana.com/cars/mercedes-benz-e200-2004-car-kotte-1618005922521
Suzuki Wagon R Stingray 2018 Car,Wagon R Stingray 2018 Car,8500000,150000,2025-02-16,https://riyasewana.com/thumb/thumbsuzuki-wegon-r-16180012551.jpg,https://riyasewana.com/cars/suzuki-wagon-r-stingray-2018-car-wagon-r-stingray-2018-car-16180012551
Suzuki Wagon R Fz Safety 2017 Car,Gampaha,6700000,95000,2025-02-16,https://riyasewana.com/thumb/thumbsuzuki-wagon-r-2017-1619064812591.jpg,https://riyasewana.com/search/cars/cars-for-sale/suzuki-wagon-r-fz-safety-2017-car-gampaha-rs-6-700-000-95000-km-2025-02-16
Toyota Vitz 2017 Car,Beruwala,8450000,70400,2025-02-16,https://riyasewana.com/thumb/thumbtoyota-vitz-2017-1619025212431.jpg,https://riyasewana.com/search/cars/cars-for-sale/toyota-vitz-2017-car-beruwala-rs-8-450-000-70400-km-2025-02-16
Toyota Aqua 2012 Car,Panadura,7150000,80000,2025-02-16,https://riyasewana.com/thumb/thumbtoyota-aqua-2012-1618460512081.jpg,https://riyasewana.com/search/cars/cars-for-sale/toyota-aqua-2012-car-panadura-rs-7-150-000-80000-km-2025-02-16
Toyota Allion 260 2007 Car,Gampaha,8900000,179000,2025-02-16,https://riyasewana.com/thumb/thumbtoyota-allion-260-2007-1618431912071.jpg,https://riyasewana.com/search/cars/cars-for-sale/toyota-allion-260-2007-car-gampaha-rs-8-900-000-179000-km-2025-02-16
Toyota Aqua G Limited 2013 Car,Aqua G Limited 2013 Car,8900000,179000,2025-02-16,https://riyasewana.com/thumb/thumbtoyota-aqua-1618333022411.jpg,https://riyasewana.com/search/cars/cars-for-sale/toyota-aqua-g-limited-2013-car-aqua-g-limited-2013-car-rs-8-900-000-179000-km-2025-02-16
Toyota Belta 2007,Colombo,7350000,165000,2025-02-16,https://riyasewana.com/thumb/thumbtoyota-belta-1622093917211.jpg,https://riyasewana.com/search/cars/cars-for-sale/toyota-belta-2007-1622093917211
Toyota Passo 2017,Nugegoda,6600000,126750,2025-02-16,https://riyasewana.com/thumb/thumbtoyota-passo-2017-1615250412321.jpg,https://riyasewana.com/search/cars/cars-for-sale/toyota-passo-2017-1615250412321
Honda Fit GP5 L Grade 2014,Badulla,7350000,71000,2025-02-16,https://riyasewana.com/thumb/thumbhonda-honda-fit-2014-1615111712761.jpg,https://riyasewana.com/search/cars/cars-for-sale/honda-fit-gp5-l-grade-2014-1615111712761
Toyota Aqua Urban S Limited 2015,Malabe,8375000,125000,2025-02-16,https://riyasewana.com/thumb/thumbtoyota-aqua-urban-2015-1614335512151.jpg,https://riyasewana.com/search/cars/cars-for-sale/toyota-aqua-urban-s-limited-2015-1614335512151
Toyota Aqua 2012,Kotikawatta,6900000,60000,2025-02-16,https://riyasewana.com/thumb/thumbtoyota-aqua-2012-1617493712451.jpg,https://riyasewana.com/vehicle/toyota-aqua-2012-1617493712451
Toyota Vitz 2017,Ja-Ela,6375000,125000,2025-02-16,https://riyasewana.com/thumb/thumbtoyota-vitz-1614625961.jpg,https://riyasewana.com/vehicle/toyota-vitz-1614625961
Suzuki Spacia Custom 2016,Ganemulla,9000000,54000,2025-02-16,https://riyasewana.com/thumb/thumbsuzuki-spacia-custom-161737564121.jpg,https://riyasewana.com/vehicle/suzuki-spacia-custom-161737564121
Ford Focus MK3 2012,Galle,6800000,75500,2025-02-16,https://riyasewana.com/thumb/thumbford-focus-mk3-1617181322451.jpg,https://riyasewana.com/vehicle/ford-focus-mk3-1617181322451
Toyota Axio 2007,Kandy,7990000,138000,2025-02-16,https://riyasewana.com/thumb/thumbtoyota-axio-2007-1617023412321.jpg,https://riyasewana.com/vehicle/toyota-axio-2007-1617023412321
Toyota Axio 2007,Kottawa,0,0,2025-02-16,https://riyasewana.com/thumb/thumbtoyota-axio-2007-1617023412321.jpg,https://riyasewana.com/vehicle/toyota-axio-2007-1617023412321
Suzuki Spacia 2018,Kurunegala,8600000,87500,2025-02-16,https://riyasewana.com/thumb/thumbsuzuki-spacia-161134414411.jpg,https://riyasewana.com/search/cars/cars-for-sale/suzuki-spacia-2018-kurunegala-8600000-87500-2025-02-16
Honda FIT 2015,Colombo,9000000,140000,2025-02-16,https://riyasewana.com/thumb/thumbhonda-ng-p-16134543439194.jpg,https://riyasewana.com/search/cars/cars-for-sale/honda-fit-2015-colombo-9000000-140000-2025-02-16
Toyota Aqua G Grade 2013 Car,Boralesgamuwa,7890000,122560,2025-02-16,https://riyasewana.com/thumb/thumbtoyota-aqua-g-161247186631.jpg,https://riyasewana.com/search/cars/toyota-aqua-g-grade-2013-car-boralesgamuwa-rs-7890000-122560-km-2025-02-16
Toyota Passo 2018 Car,Kegalle,7800000,40000,2025-02-16,https://riyasewana.com/thumb/thumbtoyota-passo-2018-1612395912621.jpg,https://riyasewana.com/search/cars/toyota-passo-2018-car-kegalle-rs-7800000-40000-km-2025-02-16
Toyota Allion 2007,Colombo,7150000,129000,2025-02-16,https://riyasewana.com/thumb/thumbtoyota-allion-2007-1612161612361.jpg,https://riyasewana.com/search/cars/cars-for-sale/toyota-allion-2007-1612161612361.html
Toyota Premio 240 2002,Kuliyapitiya,8650000,110000,2025-02-16,https://riyasewana.com/thumb/thumbtoyota-premio-240-2002-29391312861.jpg,https://riyasewana.com/search/cars/cars-for-sale/toyota-premio-240-2002-29391312861.html
Toyota Allion 260 2008,Negombo,6275000,175000,2025-02-16,https://riyasewana.com/thumb/thumbtoyota-allion-260-2008-1611445712271.jpg,https://riyasewana.com/search/cars/cars-for-sale/toyota-allion-260-2008-1611445712271.html
Toyota Vitz Edition 2 2018,Negombo,9000000,72000,2025-02-16,https://riyasewana.com/thumb/thumbtoyota-vitz-edition-2-2018-1611413012631.jpg,https://riyasewana.com/search/cars/cars-for-sale/toyota-vitz-edition-2-2018-1611413012631.html
BMW E46 2000,Kesbewa,6850000,130000,2025-02-16,https://riyasewana.com/thumb/thumbbmw-e46-2000-1611305212841.jpg,https://riyasewana.com/search/cars/cars-for-sale/bmw-e46-2000-1611305212841.html
Toyota Corolla 2008,Piliyandala,6690000,158380,2025-02-16,https://riyasewana.com/thumb/thumbtoyota-corolla-1611121422421.jpg,https://riyasewana.com/search/cars/cars-for-sale/toyota-corolla-2008-1611121422421.html
Toyota Premio 2017,Kottawa,110000,110000,2025-02-15,https://riyasewana.com/thumb/thumbtoyota-premio-2017-1216300112061.jpg,https://riyasewana.com/search/cars/toyota-premio-2017-kottawa-1216300112061
Toyota Axio G Grade 2008,Panadura,137000,137000,2025-02-13,https://riyasewana.com/thumb/thumbtoyota-axio-g-2008-1815195612411.jpg,https://riyasewana.com/search/cars/toyota-axio-g-grade-2008-panadura-1815195612411
Toyota Axio WXB 2017,Colombo,13750000,84000,2025-02-16,https://riyasewana.com/thumb/thumbtoyota-axio-wxb-919155617231.jpg,https://riyasewana.com/search/cars/toyota-axio-wxb-2017-colombo-919155617231
Toyota Premio 2018,Kurunegala,Negotiable,48000,2025-02-12,https://riyasewana.com/thumb/thumbtoyota-premio-1711383717081.jpg,https://riyasewana.com/search/cars/toyota-premio-2018-kurunegala-1711383717081
Honda FIT GP1 2013,Kurunegala,6975000,94000,2025-02-16,https://riyasewana.com/thumb/thumbhonda-gp1-2013-1610444412441.jpg,https://riyasewana.com/cars/honda/fit/gp1/2013/kurunegala/6975000/94000/2025-02-16
Toyota Vitz KSP130 2015,Gampaha,7550000,67000,2025-02-16,https://riyasewana.com/thumb/thumbtoyota-vitz-ksp-2015-161041051254135.jpg,https://riyasewana.com/cars/toyota/vitz/ksp130/2015/gampaha/7550000/67000/2025-02-16
Suzuki Wagon R Fx Safety 2017,Piliyandala,6000000,77000,2025-02-16,https://riyasewana.com/thumb/thumbsuzuki-wagon-r-2017-1610362912371.jpg,https://riyasewana.com/cars/suzuki/wagon-r/fx-safety/2017/piliyandala/6000000/77000/2025-02-16
Toyota Vitz Safety Edition 2 2018,Kotte,7550000,67000,2025-02-16,https://riyasewana.com/thumb/thumbtoyota-vitz-safety-2018-1610335512561.jpg,https://riyasewana.com/cars/toyota/vitz/safety-edition-2/2018/kotte/7550000/67000/2025-02-16
Toyota Yaris 2008 Car,Mulleriyawa,8800000,30000,2025-02-16,https://riyasewana.com/thumb/thumbtoyota-yaris-16102811601.jpg,https://riyasewana.com/search/cars/cars-for-sale/toyota-yaris-2008-car-mulleriyawa-16102811601
Honda N BOX 2016 Car,Colombo,6600000,161000,2025-02-16,https://riyasewana.com/thumb/thumbhonda-n-box-1610240622751.jpg,https://riyasewana.com/search/cars/cars-for-sale/honda-n-box-2016-car-colombo-1610240622751
Honda INSIGHT ZE2 2009 Car,Malabe,6700000,90000,2025-02-16,https://riyasewana.com/thumb/thumbhonda-insight-ze2-1610231211.jpg,https://riyasewana.com/search/cars/cars-for-sale/honda-insight-ze2-2009-car-malabe-1610231211
Toyota Belta 2007 Car,Negombo,6600000,117000,2025-02-16,https://riyasewana.com/thumb/thumbtoyota-nbelta-2007-1610221312021.jpg,https://riyasewana.com/search/cars/cars-for-sale/toyota-belta-2007-car-negombo-1610221312021
Suzuki Wagon R Stingray 2018,Matugama,7150000,85326,2025-02-16,https://riyasewana.com/thumb/thumbsuzuki-wagon-r-2018-1610194812091.jpg,https://riyasewana.com/cars/suzuki-wagon-r-stingray-2018-matugama-rs-7150000-85326-km-2025-02-16
Mitsubishi EK Wagon Custom Dayz 2015,Gampaha,6150000,59400,2025-02-16,https://riyasewana.com/thumb/thumbmitsubishi-ek-wagon-1610173241.jpg,https://riyasewana.com/cars/mitsubishi-ek-wagon-custom-dayz-2015-gampaha-rs-6150000-59400-km-2025-02-16
Toyota Yaris 2007,Galle,7050000,146000,2025-02-16,https://riyasewana.com/thumb/thumbtoyota-yaris-1616351417274.jpg,https://riyasewana.com/cars/toyota-yaris-2007-galle-rs-7050000-146000-km-2025-02-16
Toyota Prius 2008,Kandy,6150000,163000,2025-02-16,https://riyasewana.com/thumb/thumbtoyota-prius-2008-1610123212961.jpg,https://riyasewana.com/cars/toyota-prius-2008-kandy-rs-6150000-163000-km-2025-02-16
Toyota Aqua 2015,Matara,8700000,1600000,2025-02-16,https://riyasewana.com/thumb/thumbtoyota-aqua-161002024071.jpg,https://riyasewana.com/search/cars/cars-for-sale/toyota-aqua-2015-161002024071
Honda Fit Gp1 2012,Kegalle,7000009,110000,2025-02-16,https://riyasewana.com/thumb/thumbhonda-fit-gp1-2012-1610014112681.jpg,https://riyasewana.com/search/cars/cars-for-sale/honda-fit-gp1-2012-1610014112681
Suzuki Celerio X 2018,Kurunegala,6100000,29000,2025-02-16,https://riyasewana.com/thumb/thumbsuzuki-celerio-x-2018-169583613001.jpg,https://riyasewana.com/search/cars/cars-for-sale/suzuki-celerio-x-2018-169583613001
Honda FIT GP5 S GRADE SAFETY 2013,Colombo,8400000,124000,2025-02-16,https://riyasewana.com/thumb/thumbhonda-gp5-s-16959434581.jpg,https://riyasewana.com/search/cars/cars-for-sale/honda-fit-gp5-s-grade-safety-2013-16959434581
Toyota Aqua 2014,Kottawa,7800000,194000,2025-02-16,https://riyasewana.com/thumb/thumbtoyota-aqua-1685757551.jpg,https://riyasewana.com/search/cars/cars-for-sale/toyota-aqua-2014-kottawa-rs-7800000-194000-km-2025-02-16
Toyota Wagon R Pixis 2018,Bandaragama,6990000,94000,2025-02-16,https://riyasewana.com/thumb/thumbtoyota-wagon-r-16838254491.jpg,https://riyasewana.com/search/cars/cars-for-sale/toyota-wagon-r-pixis-2018-bandaragama-rs-6990000-94000-km-2025-02-16
Suzuki Spacia 2018,Colombo,6350000,47000,2025-02-16,https://riyasewana.com/thumb/thumbsuzuki-spacia-1613251424711.jpg,https://riyasewana.com/search/cars/cars-for-sale/suzuki-spacia-2018-colombo-rs-6350000-47000-km-2025-02-16
Toyota Vitz Edition 1 Safety 2016 Car,Kotte,7500000,119000,2025-02-16,https://riyasewana.com/thumb/thumbtoyota-vitz-edition-2016-168213612121.jpg,https://riyasewana.com/search/cars/cars-for-sale/toyota-vitz-edition-1-safety-2016-car-kotte-1682136121
Honda Fit GP5 L Grade 2013 Car,Colombo,7500000,134000,2025-02-16,https://riyasewana.com/thumb/thumbhonda-fit-gp-2013-168204712101.jpg,https://riyasewana.com/search/cars/cars-for-sale/honda-fit-gp5-l-grade-2013-car-colombo-1682047121
Suzuki Wagon R FZ 2017 Car,Maharagama,6250000,100500,2025-02-16,https://riyasewana.com/thumb/thumbsuzuki-wagon-r-417045810041.jpg,https://riyasewana.com/search/cars/cars-for-sale/suzuki-wagon-r-fz-2017-car-maharagama-417045810041
Suzuki Wagon R Stingray 2018 Car,Malabe,6995000,0,2025-02-16,https://riyasewana.com/thumb/thumbsuzuki-wagon-r-2018-168142412081.jpg,https://riyasewana.com/search/cars/cars-for-sale/suzuki-wagon-r-stingray-2018-car-malabe-1681424120
Toyota Belta Interior 2011 Car,Kotte,6900000,120000,2025-02-16,https://riyasewana.com/thumb/thumbtoyota-belta-beige-2011-168141212491.jpg,https://riyasewana.com/toyota-belta-beige-2011-168141212491.html
Toyota Prius 2008 Car,Battaramulla,6000000,290000,2025-02-16,https://riyasewana.com/thumb/thumbtoyota-prius-2008-167561512041.jpg,https://riyasewana.com/toyota-prius-2008-167561512041.html
Toyota Belta 2008 Car,Matara,6750000,155000,2025-02-16,https://riyasewana.com/thumb/thumbtoyota-belta-161351466651.jpg,https://riyasewana.com/toyota-belta-161351466651.html
Mercedes-Benz W211 E240 2003 Car,Kalutara,8750000,128780,2025-02-16,https://riyasewana.com/thumb/thumbmercedes-benz-w211-e240-2003-167533712152.jpg,https://riyasewana.com/mercedes-benz-w211-e240-2003-167533712152.html
Suzuki Wagon R Stingray 2017 Car,Kurunegala,6475000,90000,2025-02-16,https://riyasewana.com/thumb/thumbsuzuki-wagon-r-2017-167533012631.jpg,https://riyasewana.com/suzuki-wagon-r-2017-167533012631.html
Mazda Axela 2009 Car,Nugegoda,7450000,133700,2025-02-16,https://riyasewana.com/thumb/thumbmazda-axela-12230105601.jpg,https://riyasewana.com/mazda-axela-12230105601.html
Suzuki Swift RS Turbo Safety 2019,Colombo,9440000,52000,2025-02-14,https://riyasewana.com/thumb/thumbsuzuki-swift-rs-1423393417411.jpg,https://riyasewana.com/search/cars/cars-for-sale/suzuki-swift-rs-turbo-safety-2019-1423393417411
Toyota Premio 2018,Kurunegala,,40000,2025-02-12,https://riyasewana.com/thumb/thumbtoyota-premio-1711383717081.jpg,https://riyasewana.com/search/cars/cars-for-sale/toyota-premio-2018-1711383717081
Daihatsu Mira 2016,Piliyandala,,81100,2025-02-14,https://riyasewana.com/thumb/thumbdaihatsu-mira-14121215241.jpg,https://riyasewana.com/search/cars/cars-for-sale/daihatsu-mira-2016-14121215241
Toyota Allion 260 2010,Colombo,,138000,2025-02-15,https://riyasewana.com/thumb/thumbtoyota-allion-260-229115310942.jpg,https://riyasewana.com/search/cars/cars-for-sale/toyota-allion-260-2010-229115310942
Honda Civic 2008 Car,Gampola,8450000,175,2025-02-15,https://riyasewana.com/thumb/thumbhonda-civic-2008-1520324312611.jpg,https://riyasewana.com/search/cars/civic-2008-gampola-8450000-175-km-2025-02-15
Toyota Aqua 2013 Car,Kadawatha,8000000,95000,2025-02-15,https://riyasewana.com/thumb/thumbtoyota-aqua-2023-1519560612141.jpg,https://riyasewana.com/search/cars/aqua-2013-kadawatha-8000000-95000-km-2025-02-15
Suzuki Wagon R FX Safety Limited Edit 2018 Car,Gampaha,6100000,96000,2025-02-15,https://riyasewana.com/thumb/thuzuki-wagon-r-1519343922661.jpg,https://riyasewana.com/search/cars/wagon-r-2018-gampaha-6100000-96000-km-2025-02-15
Toyota Axio 141 2010 Car,Malabe,8290000,148600,2025-02-15,https://riyasewana.com/thumb/thumbtoyota-axio-141-2010-1515263612891.jpg,https://riyasewana.com/search/cars/axio-141-2010-malabe-8290000-148600-km-2025-02-15
Honda Fit GP5 L Grade 2014,Kandy,7750000,140000,2025-02-16,https://riyasewana.com/thumb/thumbhonda-gp5-l-166171222421.jpg,https://riyasewana.com/search/cars/cars-for-sale/honda-fit-gp5-l-grade-2014-kandy-1661712224
Toyota Corolla 141 2010,Colombo,6690000,2,2025-02-16,https://riyasewana.com/thumb/thumbtoyota-141-2010-165491312401.jpg,https://riyasewana.com/search/cars/cars-for-sale/toyota-corolla-141-2010-colombo-1654913124
Daihatsu Move 2016,Kurunegala,6550000,49800,2025-02-16,https://riyasewana.com/thumb/thumbdaihatsu-move-1630903492197.jpg,https://riyasewana.com/search/cars/cars-for-sale/daihatsu-move-2016-kurunegala-1630903492
BMW 320d 2000,Piliyandala,6850000,130000,2025-02-16,https://riyasewana.com/thumb/thumbbmw-320d-1601819291.jpg,https://riyasewana.com/search/cars/cars-for-sale/bmw-320d-2000-piliyandala-1601819291
Honda FIT GP1 2012,Galle,6975000,120000,2025-02-16,https://riyasewana.com/thumb/thumbhonda-gp1-2012-160113812251.jpg,https://riyasewana.com/search/cars/cars-for-sale/honda-fit-gp1-2012-galle-1601138122
Toyota Aqua G 2014,Hanwella,7800000,170000,2025-02-15,https://riyasewana.com/thumb/thumbtoyota-aqua-g-2014-1519124312091.jpg,https://riyasewana.com/search/cars/toyota-aqua-g-2014-hanwella-7800000-170000-2025-02-15
Hyundai Elantra 2014,Malabe,8500000,119500,2025-02-15,https://riyasewana.com/thumb/thumbhyundai-elantra-2014-1519034712432.jpg,https://riyasewana.com/search/cars/hyundai-elantra-2014-malabe-8500000-119500-2025-02-15
Toyota Corolla 2003,Matara,6000000,138000,2025-02-15,https://riyasewana.com/thumb/thumbtoyota-corolla-15182129941.jpg,https://riyasewana.com/search/cars/toyota-corolla-2003-matara-6000000-138000-2025-02-15
Toyota Roomy 2017,Maharagama,8200000,86000,2025-02-15,https://riyasewana.com/thumb/thumbtoyota-roomy-2017-1518103812701.jpg,https://riyasewana.com/search/cars/toyota-roomy-2017-maharagama-8200000-86000-2025-02-15
Mitsubishi Lancer CS1 2010,Colombo,6475000,112000,2025-02-15,https://riyasewana.com/thumb/thumbmitsubishi-lancer-cs1-151734544961.jpg,https://riyasewana.com/search/cars/mitsubishi-lancer-cs1-2010-colombo-6475000-112000-2025-02-15
Toyota Auris 2007,Battaramulla,6550000,136000,2025-02-15,https://riyasewana.com/thumb/thumbtoyota-auris-2007-1517321812471.jpg,https://riyasewana.com/search/cars/toyota-auris-2007-battaramulla-rs-6550000-136000-2025-02-15
Toyota Vitz Edition 2 2015,Piliyandala,8150000,86000,2025-02-15,https://riyasewana.com/thumb/thumbtoyota-vitz-edition-2015-1516443412911.jpg,https://riyasewana.com/search/cars/toyota-vitz-edition-2-piliyandala-rs-8150000-86000-2025-02-15
Honda FIT GP5 2014,Moratuwa,8850000,98000,2025-02-15,https://riyasewana.com/thumb/thumbhonda-gp5-2014-1516290812121.jpg,https://riyasewana.com/search/cars/honda-fit-gp5-2014-moratuwa-rs-8850000-98000-2025-02-15
Toyota Vitz 2016,Galle,7200000,50380,2025-02-15,https://riyasewana.com/thumb/thumbtoyota-toyota-vitz-151558321262.jpg,https://riyasewana.com/search/cars/toyota-vitz-galle-rs-7200000-50380-2025-02-15
Hyundai Grand I10 2016,Dehiwala-Mount-Lavinia,6500000,32000,2025-02-15,https://riyasewana.com/thumb/thumbhyundai-hyundai-grand-2016-1515563412161.jpg,https://riyasewana.com/search/cars/hyundai-grand-i10-dehiwala-mount-lavinia-rs-6500000-32000-2025-02-15
Toyota Prius 2011 Car,Anuradapura,8850000,52000,2025-02-15,https://riyasewana.com/thumb/thumbtoyota-prius-151411234432.jpg,https://riyasewana.com/search/cars/toyota-prius-2011-151411234432
Toyota Vitz Safety Edition 2018 Car,Embilipitiya,8950000,167000,2025-02-15,https://riyasewana.com/thumb/thumbtoyota-vitz-safety-2018-1514112212311.jpg,https://riyasewana.com/search/cars/toyota-vitz-safety-edition-2018-1514112212311
Honda Fit GP1 2012 Car,Wattala,6250000,195000,2025-02-15,https://riyasewana.com/thumb/thumbhonda-fit-gp1-2012-1514051312371.jpg,https://riyasewana.com/search/cars/honda-fit-gp1-2012-1514051312371>
Honda Fit GP1 2012 Car,Colombo,6375000,129000,2025-02-15,https://riyasewana.com/thumb/thumbhonda-fit-gp1-2012-1514051312371.jpg,https://riyasewana.com/search/cars/honda-fit-gp1-2012-1514051312371
Toyota Corolla 2008 Car,,,129000,2025-02-15,https://riyasewana.com/thumb/thumbtoyota-corolla-2008-1514040412961.jpg,https://riyasewana.com/search/cars/toyota-corolla-2008-1514040412961
Suzuki Wagon R Stingray 2018,Wattala,6350000,189000,2025-02-15,https://riyasewana.com/thumb/thumbsuzuki-wagon-r-151346324481.jpg,<https://riyasewana.com/search/cars/cars-for-sale/suzuki-wagon-r-stingray-2018-wattala-1513463244>
Suzuki SPACIA 2015,Kottawa,6650000,74100,2025-02-15,https://riyasewana.com/thumb/thumbsuzuki-spacia-151342514941.jpg,<https://riyasewana.com/search/cars/cars-for-sale/suzuki-spacia-2015-kottawa-1513425149>
Honda FIT GP1 2012,Malabe,6895000,90711,2025-02-15,https://riyasewana.com/thumb/thumbhonda-fit-gp1-151340174781.jpg,<https://riyasewana.com/search/cars/cars-for-sale/honda-fit-gp1-2012-malabe-1513401747>
Mazda Axela 2010,Colombo,7650000,135000,2025-02-15,https://riyasewana.com/thumb/thumbmazda-axella-2010-1513221912081.jpg,<https://riyasewana.com/search/cars/cars-for-sale/mazda-axela-2010-colombo-1513221912>
Honda FIT GP1 2012,Kadawatha,6600000,78100,2025-02-15,https://riyasewana.com/thumb/thumbhonda-fit-gp1-1513184811.jpg,<https://riyasewana.com/search/cars/cars-for-sale/honda-fit-gp1-2012-kadawatha-1513184811>
Mazda RX-8 2008,Kaduwela,6200000,116533,2025-02-15,https://riyasewana.com/thumb/thumbmazda-rx8-2008-1512455112271.jpg,<https://riyasewana.com/search/cars/cars-for-sale/mazda-rx8-2008-kaduwela-1512455112>
Suzuki Celerio X 2018 Car,Kurunegala,6100000,29000,2025-02-16,https://riyasewana.com/thumb/thumbsuzuki-celerio-x-2018-169583613001.jpg,https://riyasewana.com/cars/suzuki/celerio-x/2018/169583613001
Toyota Axio G Grade 008 Car,Panadura,,137000,2025-02-13,https://riyasewana.com/thumb/thumbtoyota-axio-g-2008-1815195612411.jpg,https://riyasewana.com/cars/toyota/axio-g/2008/1815195612411
Toyota Allion 260 2010 Car,Colombo,,138000,2025-02-15,https://riyasewana.com/thumb/thumbtoyota-allion-260-229115310942.jpg,https://riyasewana.com/cars/toyota/allion-260/2010/229115310942
Toyota Vitz 2017 Car,Ja-Ela,8400000,41000,2025-02-17,https://riyasewana.com/thumb/thumbtoyota-vitz-161823204061.jpg,https://riyasewana.com/cars/toyota/vitz/2017/161823204061
Toyota PRIUS 2008,Nittambuwa,6525000,200000,2025-02-15,https://riyasewana.com/thumb/thumbtoyota-toyota-prius-2008-159415912681.jpg,https://riyasewana.com/cars/toyota/prius/2008/nittambuwa/159415912681
Toyota Aqua Urban 2015,Dehiwala-Mount-Lavinia,8825000,84000,2025-02-15,https://riyasewana.com/thumb/thumbtoyota-toyota-aqua-urban-2015-159373412761.jpg,https://riyasewana.com/cars/toyota/aqua-urban/2015/dehiwala-mount-lavinia/159373412761
Suzuki Wagon R Fz Cam 2018,Colombo,6550000,76000,2025-02-15,https://riyasewana.com/thumb/thumbsuzuki-wagon-r-1593359531.jpg,https://riyasewana.com/cars/suzuki/wagon-r/2018/colombo/1593359531
Suzuki Wagon R FZ Safety 2017,Kaduwela,6290000,54500,2025-02-15,https://riyasewana.com/thumb/thumbsuzuki-wagon-r-1593228561.jpg,https://riyasewana.com/cars/suzuki/wagon-r/2017/kaduwela/1593228561
Honda FIT GP1 2013,Dehiwala-Mount-Lavinia,7200000,119000,2025-02-15,https://riyasewana.com/thumb/thumbhonda-honda-fit-15110349211.jpg,https://riyasewana.com/search/cars/cars-for-sale/honda-fit-gp1-2013-dehiwala-mount-lavinia-rs-7200000-119000-2025-02-15
Toyota Vitz 2016,Kiribathgoda,7500000,64000,2025-02-15,https://riyasewana.com/thumb/thumbtoyota-vitz-2016-1510435112083.jpg,https://riyasewana.com/search/cars/cars-for-sale/toyota-vitz-2016-kiribathgoda-rs-7500000-64000-2025-02-15
Honda FIT GP5 2014,Colombo,8300000,109000,2025-02-15,https://riyasewana.com/thumb/thumbhonda-fit-gp-15103758481.jpg,https://riyasewana.com/search/cars/cars-for-sale/honda-fit-gp5-2014-colombo-rs-8300000-109000-2025-02-15
Toyota Allion 260 G Grade 2007,Colombo,8700000,179000,2025-02-15,https://riyasewana.com/thumb/thumbtoyota-allion-260-2007-1510363512501.jpg,https://riyasewana.com/search/cars/cars-for-sale/toyota-allion-260-g-grade-2007-colombo-rs-8700000-179000-2025-02-15
Toyota Axio G 2007,Maharagama,7550000,120000,2025-02-15,https://riyasewana.com/thumb/thumbtoyota-axio-g-2007-1510245512021.jpg,https://riyasewana.com/search/cars/cars-for-sale/toyota-axio-g-2007-maharagama-rs-7550000-120000-2025-02-15
Suzuki Swift 2011 Car,Kaduwela,6250000,168000,2025-02-15,https://riyasewana.com/thumb/thumbsuzuki-swift-15102410131.jpg,https://riyasewana.com/cars/suzuki/swift/2011/15102410131
Nissan Leaf Azeo X Grade 2013 Car,Nittambuwa,6050000,125000,2025-02-15,https://riyasewana.com/thumb/thumbnissan-nissan-leaf-2013-1510221912151.jpg,https://riyasewana.com/cars/nissan/leaf/azeo-x-grade/2013/1510221912151
Toyota Vitz 2017 Car,Pannipitiya,8000000,74000,2025-02-15,https://riyasewana.com/thumb/thumbtoyota-vitz-2017-1510200212971.jpg,https://riyasewana.com/cars/toyota/vitz/2017/1510200212971
Toyota Aqua G 2012 Car,Colombo,6975000,128000,2025-02-15,https://riyasewana.com/thumb/thumbtoyota-aqua-g-12194950761.jpg,https://riyasewana.com/cars/toyota/aqua/g/2012/12194950761
Honda FIT GP1 2013 Car,Ja-Ela,6500000,110000,2025-02-15,https://riyasewana.com/thumb/thumbhonda-gp1-2013-15101606129624.jpg,https://riyasewana.com/cars/honda/fit/gp1/2013/15101606129624
Toyota Corolla 121 2004 Car,Piliyandala,6900000,1,2025-02-15,https://riyasewana.com/thumb/thumbtoyota-corolla-121-151013454111.jpg,https://riyasewana.com/search/cars/toyota-corolla-121-2004-151013454111
Suzuki Wagon R FZ Safety 2017 Car,Galle,6250000,175000,2025-02-15,https://riyasewana.com/thumb/thumbsuzuki-wagon-r-2017-1510054612551.jpg,https://riyasewana.com/search/cars/suzuki-wagon-r-fz-safety-2017-1510054612551
